대분류,중분류,소분류,기능,설명,작업상태,우선순위,전제조건,인수조건
공통,알림,상태,알림 읽음 처리 및 상태 동기화 API,알림 인박스에서 읽음 처리·일괄 읽음 처리·딥링크 이동 후 상태 동기화를 지원한다.,미착수,P2,"알림 인박스 API / 알림 저장소","알림 클릭 또는 읽음 처리 후 unread_count가 즉시 감소하고 재조회 시 상태가 유지된다."
공통,운영,배치,알림 이벤트 생성 스케줄러,"생산 위험·재고 소진·재료 소진·주문 마감 이벤트를 주기적으로 계산해 알림 레코드를 생성한다.",미착수,P1,"재고 스냅샷·주문 마감 정보·알림 저장소","스케줄러 실행 후 조건을 만족하는 이벤트가 /api/notifications 조회 결과에 반영된다."
공통,AI,컨텍스트,도메인별 컨텍스트 질의 라우팅 API,"생산 카드에서는 생산 문맥만, 주문 카드에서는 주문 문맥만, 손익 카드에서는 손익 문맥만 기본으로 전달하는 질의 라우팅 계약을 제공한다.",미착수,P1,"도메인별 프롬프트 템플릿·질의 라우터","프론트가 전달한 domain 또는 context 값에 따라 응답 범위와 추천 질문이 해당 도메인 중심으로 제한된다."
공통,AI,추천 질문,도메인별 추천 질문/Quick Action API,홈 카드와 상세 페이지에서 노출할 도메인별 추천 질문과 빠른 액션 문구를 백엔드에서 관리 가능하게 한다.,미착수,P2,"도메인별 컨텍스트 질의 라우팅 API","생산·주문·손익 각 도메인별 추천 질문이 별도 응답으로 제공되고 운영 정책 변경 시 코드 수정 없이 갱신 가능하다."
공통,감사로그,운영 추적,질의 및 사용자 선택 감사 로그 저장,질의 라우팅 결과·프롬프트·응답 요약·추천 사유·사용자 선택 결과를 감사 로그로 저장한다.,완료,P1,"질의 라우팅 / 주문 의사결정 기록 / 분석 질의 로그 구현","질의와 선택 결과가 사용자·역할·시각·처리 경로와 함께 저장되고 조회 API로 제공된다."
공통,감사로그,추천 추적,추천 결과 및 근거 데이터 감사 로그 적재,주문 추천·생산 추천·손익 질의 응답 결과와 비교 기준·입력 기준일·근거 데이터를 저장해 사후 검증 가능하게 한다.,미착수,P1,"주문·생산·손익 응답 계약 정의","추천 결과 저장 시 입력 기준일·비교 기준·사용 모델 또는 처리 경로·사용자 액션이 함께 남는다."
공통,데이터 제공,원천 데이터,생산·주문·매출 데이터 수집 계약,재고 이력·생산 이력·과거 주문 이력·마감 시간·시간대별 상품별 매출·원가·비용 데이터 계약을 정의한다.,미착수,P1,"데이터 제공 범위 / ERD 제공","각 원천 데이터의 스키마와 적재 주기 및 식별 키가 문서화된다."
공통,데이터 제공,외부 변수,날씨·행사·특수일 피처 적재,주문 추천과 손익 질의 응답에 활용할 날씨·행사·특수일 정보를 매장 단위 피처로 적재한다.,미착수,P1,"외부 데이터 소스 정의 / 매장 지역 매핑","매장·일자 기준으로 날씨·행사·특수일 피처를 조회할 수 있고 주문 추천 근거에 포함된다."
공통,DB 인프라,PostgreSQL,PostgreSQL 연결 및 마이그레이션 인프라 구현,SQLAlchemy Engine 기반 PostgreSQL 연결·SQL 마이그레이션 파일·Docker Compose·리소스 로드 스크립트를 운영한다.,완료,P1,"postgresql+psycopg 설치 / Docker","PostgreSQL 연결이 성공하고 마이그레이션 후 테이블이 생성된다."
공통,인증,역할 추출,헤더 기반 역할 추출 의존성 구현,X-Actor-Role 헤더로 역할을 추출하는 get_actor_role FastAPI 의존성을 구현한다.,완료,P1,-,"API 요청에서 역할이 추출되고 서비스 레이어로 전달된다."
공통,테스트,통합 테스트,백엔드 통합 테스트 확장,TestClient 기반 주요 엔드포인트 동작 검증과 역할별 접근 제어 시나리오를 포함한다.,완료,P2,"pytest / httpx","주요 엔드포인트 응답이 테스트로 검증된다."
생산관리,조회 API,재고,5분 단위 재고 조회 API,생산 대상 품목의 현재 재고와 마지막 조회 시각을 5분 단위 기준으로 제공한다.,완료,P1,"생산 overview API / ProductionOverviewResponse 스키마","SKU별 현재고와 갱신 시각이 반환된다."
생산관리,도메인 서비스,예측,1시간 후 재고 예측 서비스,최근 판매 추세와 4주 평균 생산 패턴을 반영해 1시간 후 예상 재고량을 계산한다.,완료,P1,"production repository 샘플 데이터 / ProductionService 계산 로직","예측 입력·출력 스키마와 계산 근거가 정의되고 SKU별 예상 재고를 반환한다."
생산관리,API,패턴,4주 평균 생산 패턴 API,SKU별 4주 평균 1차·2차 생산 시간과 수량을 응답에 포함해 제공한다.,미착수,P1,"생산 등록 이력 적재 / ProductionOverviewResponse 확장","각 SKU에 대해 4주 평균 1차/2차 생산 시간 및 수량이 반환되고 생산 테이블에 그대로 표시할 수 있다."
생산관리,도메인 서비스,알림,생산 필요 시점 감지 로직,생산 소요시간 1시간 기준으로 품절 1시간 전 생산 필요 시점을 자동 감지한다.,완료,P1,"재고 예측 서비스 / 푸시 알림 트리거 구현","위험 기준과 감지 규칙이 정의되고 알림 대상 SKU 목록이 생성된다."
생산관리,도메인 서비스,속도 이상,판매 속도 기반 소진 가속 감지,평시 대비 판매 속도가 비정상적으로 빨라진 SKU를 감지하고 속도 기반 경고 메시지를 생성한다.,미착수,P1,"실시간 또는 준실시간 판매량 집계 / 최근 4주 동일 시간대 기준선","speed_alert=true와 속도 증가율이 응답에 포함되고 UI에서 별도 경고 배지로 구분 가능하다."
생산관리,알림,푸시,재고 소진 1시간 전 PUSH 발송,1시간 내 품절 예상 SKU에 대해 현재고·예상 재고·4주 평균 생산 패턴을 포함한 PUSH payload를 생성한다.,진행중,P1,"생산 필요 시점 감지 / 푸시 알림 트리거 구현","알림 payload에 현재고·1시간 후 추정 재고·1차/2차 생산 시간 및 수량이 포함된다."
생산관리,데이터,재료 연계,재료-상품 매핑 마스터,재료 부족이 어떤 SKU 생산에 영향을 주는지 계산하기 위한 재료-상품 연결 관계를 관리한다.,미착수,P1,"SKU 마스터 / 원부자재 마스터","재료 코드와 SKU 코드가 연결되어 재료 부족 시 영향 SKU 목록을 계산할 수 있다."
생산관리,알림,재료 위험,재료 소진 1시간 전 알림 엔진,재료 재고와 상품 매핑을 기준으로 재료 부족 예상 시 생산 영향 경고와 알림 이벤트를 생성한다.,미착수,P1,"재료-상품 매핑 마스터 / 재료 재고 적재","material_alert=true와 영향 SKU 목록·예상 소진 시각이 응답 또는 알림 payload에 포함된다."
생산관리,워크플로우,생산 등록,생산 등록 저장 API,점주 또는 운영 담당자의 생산 등록 수량·시각·대상 SKU를 저장한다.,완료,P1,"ProductionRegistrationRequest/Response 스키마 / production repository 저장 처리","생산 등록 결과가 저장되고 후속 피드백 계산에 필요한 상태가 연결된다."
생산관리,이력 조회,API,생산 등록 이력 조회 API,생산 등록 이력을 최신순으로 조회하는 GET /api/production/registrations/history API를 구현한다.,완료,P1,"production_repository 이력 저장","생산 등록 이력이 최신순으로 반환된다."
생산관리,이력 조회,요약,생산 등록 요약 API,최근 7일 등록 건수·등록 수량·영향 SKU 수를 포함한 생산 등록 요약 정보를 제공한다.,완료,P2,"production registrations summary endpoint","날짜 범위와 store_id 필터로 등록 집계가 조회된다."
생산관리,도메인 서비스,효과 추정,찬스 로스 감소 효과 계산 및 피드백 기록,생산 등록 시점이 품절 전인지 후인지와 생산 시나리오를 비교해 찬스 로스 감소 효과를 계산하고 기록한다.,진행중,P1,"생산 등록 저장 API / ProductionService 피드백 응답 구성","chance_loss_saving 또는 feedback 결과와 계산 근거가 저장되고 조회 API로 제공된다."
생산관리,API,효과 근거,찬스 로스 산출 근거 응답 필드,찬스 로스 감소 효과가 어떤 기준으로 계산됐는지 툴팁용 설명 필드를 응답에 포함한다.,미착수,P1,"찬스 로스 효과 계산 로직","sku 응답 또는 생산 등록 응답에 calculation_basis 또는 tooltip_text가 포함되어 프론트가 근거를 그대로 노출할 수 있다."
생산관리,API,품절 처리,재고 기반 품절 처리 제안 API,재고 부족 SKU에 대해 품절 처리 권장 여부와 채널별 대상 상태를 제공한다.,미착수,P2,"재고 예측 API / 채널 품절 상태 수집","품절 처리 대상 SKU·권장 사유·채널별 준비 상태가 응답에 포함된다."
생산관리,연동,채널 품절,배달앱 품절 연동 인터페이스,배달 채널별 품절 상태 조회 및 수동/반자동 반영을 위한 연동 인터페이스를 제공한다.,미착수,P2,"채널 인증 정보 / 품절 처리 제안 API","채널별 반영 성공·실패 이력과 마지막 동기화 시각을 저장하고 재시도 가능하다."
주문관리,알림,푸시,주문 마감 20분 전 알림 스케줄러,제품 그룹별 마감시간 기준으로 주문 마감 20분 전에 알림을 발송한다.,진행중,P1,"주문 데이터 확보 / 푸시 알림 트리거 구현","20분 전 기준 주문 알림 payload 조회 API는 동작하고 실제 배치 스케줄러와 발송 연동은 후속 구현 대상으로 남아 있다."
주문관리,API,마감,주문 마감 시간·카운트다운 API,매장별 주문 마감 시각과 남은 시간을 계산해 카운트다운 기준값을 제공한다.,진행중,P1,"ordering options endpoint / deadline_minutes 필드","deadline_minutes가 정확히 반환되고 주문관리 및 홈 카드에서 동일하게 사용된다."
주문관리,도메인 서비스,추천,3가지 주문 옵션 조회 API,과거 주문 데이터를 기반으로 전일·전주 동요일·점주 반복 패턴 3가지 옵션을 계산해 반환한다.,진행중,P1,"ordering repository 샘플 데이터 / OrderingOptionsResponse 스키마","options 배열이 3개 고정으로 반환되고 각 옵션은 상품별 수량과 기준 설명을 포함한다."
주문관리,도메인 서비스,기준 분리,전일·전주 동요일·점주 반복 패턴 3축 생성 로직,세 추천안이 서로 다른 기준으로 명확히 분리되도록 추천 생성 규칙을 고정한다.,미착수,P1,"주문 추천 API / 주문 이력 / 점주 선택 이력","세 옵션의 기준명이 고정되고 같은 요청에서 기준이 섞이지 않는다."
주문관리,도메인 서비스,추천 근거,추천 근거 수치·문장 동시 생성 서비스,각 옵션에 대해 자연어 설명과 핵심 수치 근거를 함께 계산해 반환한다.,미착수,P1,"주문 추천 API / 근거 계산 로직","reasoning 텍스트와 reasoning metrics 또는 notes가 함께 반환되어 프론트가 설명 카드와 수치 블록을 동시에 렌더링할 수 있다."
주문관리,도메인 서비스,예외 변수,날씨·행사·특수일 보정 로직,주문 추천에 날씨·행사·특수일 변수를 반영하고 어떤 변수가 적용됐는지 기록한다.,미착수,P1,"외부 변수 적재 / 주문 추천 API","special_factors 배열에 반영된 변수 목록이 포함되고 추천 수량 변경 근거와 연결된다."
주문관리,도메인 서비스,보정,조기 품절 품목 익일 추가 주문 보정,조기 품절 이력이 있는 품목에 대해 익일 추가 주문 제안을 계산한다.,미착수,P1,"품절 이력 적재 / 주문 이력 / 재고 이력","옵션 또는 별도 correction 필드에 조기 품절 SKU와 추가 권장 수량이 포함된다."
주문관리,도메인 서비스,개인화,점주 반복 패턴 기반 기본값 생성,점주가 자주 수정한 수량과 최근 선택 패턴을 반영해 개인화 기본 추천안을 생성한다.,미착수,P2,"주문 선택 저장 이력 / 점주 식별자","pattern 옵션 생성 시 개인화 신뢰도와 최근 수정 패턴이 반영되고 기본 선택 후보를 계산할 수 있다."
주문관리,워크플로우,의사결정,점주 최종 선택 저장 API,최종 의사결정은 점주가 수행하도록 선택 옵션·사유·확정 시각을 저장한다.,완료,P1,"OrderSelectionRequest/Response 스키마 / ordering repository 저장 처리","선택 결과가 사용자 식별자와 함께 저장되고 재조회 가능하다."
주문관리,이력 조회,API,주문 선택 이력 조회 API,최근 주문 선택 이력을 최신순으로 조회하는 GET /api/ordering/selections/history API 구현,완료,P1,"ordering_repository 이력 저장","주문 선택 이력이 최신순으로 반환된다."
주문관리,이력 조회,요약,주문 선택 요약 및 상태 복원 API,최근 7일 집계와 최신 선택 결과를 조회해 주문관리 페이지 상태 복원에 활용한다.,완료,P2,"ordering selections summary endpoint","최신 선택안과 최근 7일 집계가 반환되고 이미 저장된 경우 프론트가 완료 화면으로 복원할 수 있다."
주문관리,정책,거버넌스,점주 최종 의사결정 로그 적재,추천과 실제 선택이 달랐는지와 선택 사유가 무엇인지 저장해 추천 품질 검증에 활용한다.,미착수,P1,"주문 선택 저장 API / 추천 결과 감사 로그","선택 저장 시 recommended_selected 여부와 선택 사유가 함께 기록되어 이후 성과 분석이 가능하다."
손익분석,질의 처리,자연어 질의,매출 분석 질의 API,자연어 질의를 받아 query_type 분류 후 AI 서비스 프록시 또는 stub으로 처리하고 query_type·processing_route·blocked·masked_fields를 포함한 응답을 반환한다.,완료,P1,"SalesQueryRequest/Response 스키마 / sales query endpoint / AI 서비스 클라이언트","질의 입력과 응답 스키마가 정의되고 분석 결과를 반환한다."
손익분석,질의 처리,예상 질문,추천 질문 세트 API,문서 기준 예상 질의를 포함한 추천 질문 세트를 10개 이상 제공한다.,완료,P1,"sales prompts endpoint / SalesPrompt 스키마","추천 질문 목록이 카테고리와 함께 반환된다."
손익분석,API,요약,순이익 기본 요약 API,오늘 순이익·오늘 매출·총 비용·순이익률을 기본 탭 기준으로 제공한다.,미착수,P1,"POS 매출·원가·비용 데이터 적재","GET /api/sales/summary 응답만으로 오늘 손익 카드와 상단 KPI가 렌더링된다."
손익분석,API,요약,오늘·주간 순이익 카드 API,오늘 및 주간 누적 순이익과 증감 상태를 카드형 집계로 제공한다.,미착수,P1,"순이익 기본 요약 API / 일자별 손익 집계","today_profit·weekly_profit·delta 필드가 포함되어 손익 요약 카드와 홈 손익 카드에 재사용 가능하다."
손익분석,응답 구성,비용 계산,카드 수수료·원가·인건비·고정비 반영 손익 계산,순이익 계산 시 비용 구성 항목을 분리해 계산하고 응답에 항목별 금액을 포함한다.,미착수,P1,"원가/비용 마스터 / 매출 적재","원가·인건비·카드 수수료·고정비가 분리된 breakdown 응답이 제공되고 합계가 총 비용과 일치한다."
손익분석,응답 구성,손익분기점,손익분기점 및 추가 판매 필요 수량 계산,손익분기점 달성 여부와 목표 순이익까지 추가로 몇 개를 팔아야 하는지 계산한다.,미착수,P1,"손익 계산 로직 / 품목별 평균 기여이익","break_even_status·break_even_gap·items_needed 필드가 제공되고 프론트 설명 문장에 바로 사용 가능하다."
손익분석,응답 구성,인사이트,실행 가능한 인사이트 생성,단순 요약이 아니라 실행 가능한 액션 아이템 형태의 인사이트를 응답에 포함한다.,완료,P1,"sales query 응답 actions 필드","응답에 액션 항목이 구조화 필드로 포함된다."
손익분석,응답 구성,근거,매장 맞춤형 비교 응답 구성,내 점포 기준 비교군과 동일 행사·직영점·전년·전월 데이터를 결합한 맞춤형 응답을 구성한다.,진행중,P1,"sales query comparison 블록 / 비교군 메트릭 구성","응답에 비교 기준과 매장 맞춤형 설명이 포함된다."
손익분석,응답 구성,근거 표기,근거 데이터 출처·비교 기준·계산 기준일 포함 응답,손익 질의 응답에 데이터 출처·비교군 기준·계산 기준일을 명시해 신뢰 가능한 답변을 제공한다.,미착수,P1,"sales query 응답 메타데이터 확장","query 응답 또는 후속 메타 필드에 sources·comparison_basis·calculation_date가 포함된다."
손익분석,AI,맞춤화,매장 맞춤형 답변 컨텍스트 빌더,매장별 최근 4주 운영 패턴·상권 특성·비용 구조를 질의 응답 컨텍스트에 반영한다.,미착수,P1,"자연어 손익 질의 응답 API / 매장별 특징량 적재","같은 질문을 서로 다른 매장이 보냈을 때 store_context와 답변 내용이 매장별로 달라진다."
손익분석,지표 API,인사이트,손익 인사이트 섹션 API,피크 시간대·채널 믹스·결제 수단·메뉴 믹스 등 실행 가능한 인사이트 섹션을 매장 기준으로 제공한다.,완료,P1,"sales insights endpoint / SalesInsightSection 스키마","인사이트 섹션마다 summary·metrics·actions가 포함되고 프론트 탭과 요약 카드에서 재사용 가능하다."
손익분석,지표 API,조회,매출 현황 지표 API 구현,GET /api/analytics/metrics 경로로 기존 analytics 페이지에서 사용하는 지표를 반환한다.,완료,P2,"app/api/v1/endpoints/analytics.py / app/api/v1/router.py","지표 항목이 label·value·change·trend·detail 구조로 반환된다."
오케스트레이션 및 보안,라우팅,질의 분류,질의 유형 분류 서비스,FAQ·데이터 조회·분석·민감정보 요청으로 질의를 분류해 처리 경로를 결정한다.,완료,P1,"질의 라우팅 구현","분류 결과와 라우팅 결정이 함께 저장되고 후속 처리에 사용된다."
오케스트레이션 및 보안,AI 연동,HTTP 클라이언트,AI 서비스 HTTP 클라이언트,app/services/ai_client.py에 AIServiceClient를 구현하고 Bearer 토큰 인증 기반으로 AI 서비스의 POST /sales/query를 호출한다. 실패 시 stub fallback을 보장한다.,완료,P1,"AI_SERVICE_URL / AI_SERVICE_TOKEN 환경변수 / httpx 설치","AI_SERVICE_URL 설정 시 AI 서비스로 프록시되고 미설정 또는 연결 실패 시 stub 응답으로 자동 대체된다."
오케스트레이션 및 보안,AI 연동,생산 예측,AI 서비스 생산 예측 연동,AIServiceClient에 predict_production 메서드를 추가하고 ProductionService에서 AI 알림 메시지 생성에 활용한다.,완료,P1,"AI_SERVICE_URL 설정","AI 서비스 연결 시 alert_message가 응답에 포함된다."
오케스트레이션 및 보안,AI 연동,주문 추천,AI 서비스 주문 추천 연동,AIServiceClient에 recommend_ordering 메서드를 추가하고 OrderingService에서 AI 추천 근거 생성에 활용한다.,완료,P1,"AI_SERVICE_URL 설정","AI 서비스 연결 시 reasoning이 옵션 응답에 포함된다."
오케스트레이션 및 보안,최적화,처리 경로,SQL/API 우선 처리 엔진,가능한 질의는 SQL/API 우선으로 처리하고 필요한 경우에만 LLM 또는 RAG를 호출한다. 처리 경로가 processing_route 필드로 응답에 포함된다.,완료,P1,"SQL/API 우선 처리 구조 / LLM 호출 최소화 전략","기본 질의는 repository/API 우선으로 처리되고 AI 서비스 연결 시에만 외부 호출을 사용하며 처리 경로가 응답과 감사 로그에 기록된다."
오케스트레이션 및 보안,보안,민감정보,민감정보 식별·마스킹·차단 정책 적용,이익·이익률·원가·손익·마진·타점포·점포 성과 키워드 탐지 시 역할 기반으로 차단하고 blocked=True·masked_fields를 응답과 감사 로그에 기록한다.,완료,P1,"민감정보 분류 체계 / 역할 기반 접근 제어 / 감사 로그","민감정보 요청이 정책대로 차단되고 차단 결과가 응답 및 감사 로그에 남는다."
오케스트레이션 및 보안,RAG,근거 응답,RAG 검색 및 출처 응답 API,문서·데이터 chunking과 메타데이터 설계를 기반으로 출처 포함 응답을 제공한다.,미착수,P2,"RAG 구현 방식 정의 / 문서·데이터 chunking 전략 / 메타데이터 설계","검색 결과의 출처와 점수가 응답에 포함되고 정형 데이터 처리와 분리된다."
